Date,Open,High,Low,Close,Volume
2018-01-29,144.9,145.99,143.68,144.34,3860345
2018-01-30,143.88,145.66,142.84,145.15,2422701
2018-01-31,145.41,148.84,145.24,147.7,3170358
2018-02-01,148.03,149.37,146.54,147.06,2348813
2018-02-02,146.44,146.74,144.23,145.22,2467324
2018-02-05,144.14,146.29,141.78,142.04,2986691
2018-02-06,140.28,142.17,137.63,140.17,3712804
2018-02-07,139.85,142.34,139.24,140.0,2243216
2018-02-08,139.88,140.93,133.46,133.57,3745764
2018-02-09,134.35,136.93,130.37,136.06,3961314
2018-02-12,136.99,137.23,133.84,136.23,3817718
2018-02-13,136.03,136.92,134.87,136.31,3495988
2018-02-14,135.03,135.9,132.62,135.48,4790700
2018-02-15,135.56,136.93,133.04,136.22,3215696
2018-02-16,135.87,141.06,135.81,140.03,2925613
2018-02-20,139.16,140.7,138.67,139.24,2217145
2018-02-21,139.43,140.25,137.34,137.44,2811368
2018-02-22,137.96,140.48,137.23,138.98,2727812
2018-02-23,139.6,141.87,138.87,141.87,1906413
2018-02-26,142.14,142.95,142.09,142.74,2204725
2018-02-27,142.72,142.99,135.81,140.7,4567208
2018-02-28,141.31,141.62,139.31,139.34,4009924
2018-03-01,139.0,139.62,134.91,135.37,3177951
2018-03-02,134.63,134.75,132.03,134.0,3224579
2018-03-05,133.28,137.24,133.28,136.81,2486090
2018-03-06,136.73,140.43,136.21,138.88,3144476
2018-03-07,137.99,140.84,137.63,140.0,2749973
2018-03-08,140.51,142.87,140.12,142.74,2676433
2018-03-09,142.67,144.32,142.53,143.59,2166758
2018-03-12,143.31,145.7,143.31,145.09,2416469
2018-03-13,145.32,150.12,145.32,146.25,2145870
2018-03-14,146.5,147.32,145.59,146.46,2286622
2018-03-15,146.98,147.43,145.91,146.65,2134546
2018-03-16,146.37,147.2,145.37,146.56,4036925
2018-03-19,146.26,146.62,144.03,145.12,2571762
2018-03-20,145.38,147.68,145.38,146.31,2480655
2018-03-21,146.81,146.81,142.18,142.34,2422301
2018-03-22,141.87,145.19,141.28,143.01,2450793
2018-03-23,142.98,144.84,141.91,142.28,2161518
2018-03-26,144.23,145.51,142.62,145.21,2143161
2018-03-27,145.14,147.15,142.97,144.46,3042491
2018-03-28,144.31,146.21,144.06,144.31,2423063
2018-03-29,144.81,145.82,143.62,145.34,2978285
2018-04-02,145.73,146.99,142.79,143.84,2705360
2018-04-03,144.09,144.87,140.39,141.42,3442378
2018-04-04,140.98,143.56,140.24,143.06,1956481
2018-04-05,143.0,145.62,142.85,144.09,2013386
2018-04-06,143.51,144.4,141.47,142.16,1527390
2018-04-09,142.37,145.01,142.37,143.19,1829726
2018-04-10,143.5,144.18,135.14,137.4,6323576
2018-04-11,136.37,141.7,136.34,139.92,2807615
2018-04-12,140.81,140.81,137.6,138.38,2805301
2018-04-13,138.9,140.42,138.12,138.9,1460389
2018-04-16,139.79,140.04,137.95,138.53,2073224
2018-04-17,139.28,142.07,138.32,141.03,2734506
2018-04-18,140.81,141.15,139.67,139.81,1773365
2018-04-19,139.17,139.62,136.68,137.42,2553131
2018-04-20,136.97,138.9,136.24,136.62,2659251
2018-04-23,137.31,138.4,136.78,138.2,1911348
2018-04-24,138.72,139.16,136.16,136.96,2430031
2018-04-25,136.15,136.95,135.37,135.73,1511866
2018-04-26,136.32,137.71,135.91,136.84,1794522
2018-04-27,134.75,135.81,133.53,135.24,2311137
2018-04-30,134.95,137.74,134.51,136.37,2548633
2018-05-01,137.07,138.66,133.85,135.1,3250088
2018-05-02,134.39,137.73,134.39,136.47,2362766
2018-05-03,135.78,137.96,135.04,137.59,1859024
2018-05-04,137.19,139.7,137.19,138.85,1729760
2018-05-07,138.75,139.79,137.32,138.14,1532413
2018-05-08,137.78,138.03,135.85,137.01,3069677
2018-05-09,137.16,138.22,136.2,137.95,1661393
2018-05-10,138.89,141.01,138.38,139.89,1801934
2018-05-11,140.0,140.43,138.4,138.87,1198129
2018-05-14,138.81,139.43,137.48,138.29,1142795
2018-05-15,137.32,137.88,135.28,136.7,2607796
2018-05-16,136.85,137.34,135.89,136.47,1839925
2018-05-17,137.0,137.43,136.03,136.85,1820363
2018-05-18,136.72,138.66,135.99,137.06,3562524
2018-05-21,137.64,137.72,136.24,137.38,1266887
2018-05-22,137.6,137.6,135.87,137.15,2169121
2018-05-23,137.17,137.53,136.2,136.84,1772453
2018-05-24,136.94,137.54,135.06,135.5,1729785
2018-05-25,135.72,137.69,135.64,136.34,1484623
2018-05-29,135.7,136.75,134.87,135.97,2295449
2018-05-30,135.94,138.29,135.62,137.84,1848107
2018-05-31,137.25,138.57,135.98,138.37,4514493
2018-06-01,138.2,138.81,136.85,138.53,1623672
2018-06-04,139.49,140.25,138.79,140.06,1246413
2018-06-05,140.06,140.42,137.75,138.91,2565215
2018-06-06,139.37,139.53,137.59,139.04,1347027
2018-06-07,139.07,139.35,137.59,138.18,1492956
2018-06-08,138.59,139.25,137.82,138.59,3537375
2018-06-11,138.5,140.64,138.09,139.64,1475110
2018-06-12,138.59,141.25,138.0,141.14,2940907
2018-06-13,140.66,140.66,136.03,136.46,2270371
2018-06-14,136.79,138.93,136.5,138.35,2103459
2018-06-15,138.7,140.2,138.25,138.56,3087797
2018-06-18,137.34,138.34,136.74,138.23,1497821
2018-06-19,137.62,140.31,137.48,139.09,2741721
2018-06-20,138.97,141.0,138.45,140.54,2178386
2018-06-21,140.65,141.82,140.34,141.68,1940766
2018-06-22,142.38,143.34,140.89,142.82,2564092
2018-06-25,142.56,143.06,141.34,142.15,2174152
2018-06-26,142.48,143.44,141.96,143.17,3052530
2018-06-27,143.32,144.19,142.92,143.35,2147741
2018-06-28,143.35,144.41,142.59,144.26,2110251
2018-06-29,143.43,145.0,142.65,144.17,1995806
2018-07-02,144.34,144.73,142.71,144.67,1559546
2018-07-03,144.69,145.04,142.76,143.03,1669614
2018-07-05,143.78,145.71,143.39,145.67,1512363
2018-07-06,145.54,146.34,144.91,145.81,1376605
2018-07-09,144.84,145.03,141.72,142.18,2334404
2018-07-10,141.5,144.04,139.17,143.54,3775278
2018-07-11,142.98,144.39,142.7,143.41,1250377
2018-07-12,143.57,144.75,143.07,143.76,1504603
2018-07-13,143.78,144.62,142.93,143.23,953704
2018-07-16,142.31,142.95,141.21,141.76,1644530
2018-07-17,141.81,142.26,140.91,142.17,2995089
2018-07-18,142.17,142.47,140.65,141.38,2046381
2018-07-19,140.98,142.56,140.76,141.67,1505861
2018-07-20,141.32,142.03,140.12,140.38,1787009
2018-07-23,140.78,140.97,139.42,140.84,1457905
2018-07-24,140.44,141.68,138.51,141.57,3230387
2018-07-25,141.24,143.35,141.12,142.94,1572094
2018-07-26,143.17,144.84,142.84,144.51,1618997
2018-07-27,145.04,145.14,143.98,144.38,1424788
2018-07-30,144.03,144.56,141.94,142.72,1963190
2018-07-31,146.87,150.82,145.6,148.24,3924394
2018-08-01,147.67,150.49,147.25,150.17,2766309
2018-08-02,149.79,150.37,148.14,148.21,1877079
2018-08-03,148.59,151.19,148.0,150.99,1672983
2018-08-06,151.31,151.63,149.73,150.91,1272652
2018-08-07,150.87,150.87,148.69,150.03,1418101
2018-08-08,150.28,150.28,148.68,149.32,1060253
2018-08-09,149.53,150.7,149.12,150.57,1231718
2018-08-10,150.16,151.39,149.09,149.18,1259984
2018-08-13,149.0,149.84,148.59,149.01,957926
2018-08-14,149.16,149.87,148.59,149.12,1433543
2018-08-15,149.09,149.87,148.41,149.54,1413930
2018-08-16,149.97,150.56,149.53,149.72,1154226
2018-08-17,149.89,151.21,149.71,151.17,1541981
2018-08-20,151.62,151.92,150.53,150.79,1496325
2018-08-21,150.62,150.82,148.94,149.28,1519957
2018-08-22,149.28,149.69,147.5,148.12,1134443
2018-08-23,148.43,148.72,147.19,147.38,1206611
2018-08-24,147.38,148.53,147.38,148.06,1339896
2018-08-27,148.56,149.06,147.75,148.37,1072793
2018-08-28,148.06,150.12,147.89,150.1,1192447
2018-08-29,150.29,151.26,150.17,150.45,1308952
2018-08-30,150.63,150.88,148.6,148.94,1034133
2018-08-31,149.13,150.17,148.74,149.12,965384
2018-09-04,148.73,149.06,147.56,148.15,1171017
2018-09-05,148.03,148.12,146.54,147.6,1667216
2018-09-06,147.81,148.41,147.31,148.09,1304038
2018-09-07,147.57,148.2,146.37,146.56,1510900
2018-09-10,147.25,148.37,147.07,147.34,1312268
2018-09-11,147.19,147.53,146.53,147.0,1194867
2018-09-12,147.28,147.45,146.44,147.31,1359869
2018-09-13,148.0,149.41,147.75,148.72,1676559
2018-09-14,148.53,148.64,146.71,147.19,1182748
2018-09-17,147.09,148.4,146.38,147.75,1507818
2018-09-18,147.12,148.49,146.93,147.41,1108310
2018-09-19,147.59,148.25,147.34,147.59,1247501
2018-09-20,147.62,148.87,146.87,148.73,1021373
2018-09-21,148.51,149.6,148.32,148.49,2793344
2018-09-24,148.0,148.09,145.91,146.38,1258039
2018-09-25,146.29,146.64,145.48,145.7,1127525
2018-09-26,145.51,145.93,143.69,143.95,1378358
2018-09-27,143.71,144.62,143.31,143.39,1530527
2018-09-28,143.35,145.43,143.35,145.31,1523444
2018-10-01,146.09,146.09,143.96,144.03,971473
2018-10-02,144.04,144.6,143.12,144.13,1043427
2018-10-03,144.15,145.75,142.75,143.91,1909981
2018-10-04,143.73,144.81,142.37,144.44,1507945
2018-10-05,144.81,146.31,144.32,144.75,1625938
2018-10-08,145.06,146.92,145.0,145.79,1760835
2018-10-09,146.04,147.89,145.37,147.65,1782209
2018-10-10,146.59,147.75,145.5,145.5,3517146
2018-10-11,145.85,146.25,140.4,140.68,2484257
2018-10-12,142.09,143.78,140.82,142.06,2219810
2018-10-15,141.78,144.25,141.51,142.73,1289637
2018-10-16,143.15,146.37,142.69,145.69,1303074
2018-10-17,145.23,147.13,144.43,146.68,1736977
2018-10-18,146.49,148.15,145.78,146.79,1515769
2018-10-19,147.14,150.95,146.9,150.15,2450653
2018-10-22,150.1,150.68,148.96,149.25,1996789
2018-10-23,149.1,151.28,148.43,150.85,2179067
2018-10-24,150.62,152.87,149.75,151.97,3056302
2018-10-25,151.9,153.94,150.42,153.51,2628144
2018-10-26,152.46,152.78,148.74,149.62,3639017
2018-10-29,150.69,153.67,150.32,152.82,3072680
2018-10-30,154.0,161.71,150.14,160.95,5553576
2018-10-31,160.0,160.87,155.25,155.81,3841224
2018-11-01,156.54,157.5,152.85,153.03,3963552
2018-11-02,152.82,153.0,149.24,152.06,3978766
2018-11-05,152.9,155.85,152.47,155.7,2301360
2018-11-06,155.81,156.5,154.78,156.16,1284956
2018-11-07,157.53,157.78,156.06,156.95,1803384
2018-11-08,156.96,159.4,156.68,159.37,1707916
2018-11-09,159.29,160.31,159.19,160.14,2279769
2018-11-12,160.1,161.96,160.1,161.03,2059624
2018-11-13,161.35,161.76,159.76,161.31,1496761
2018-11-14,161.92,163.59,160.68,163.41,1940910
2018-11-15,162.75,162.85,160.65,162.13,1987847
2018-11-16,161.89,164.24,161.63,163.98,1987440
2018-11-19,164.5,166.36,163.88,166.23,2171755
2018-11-20,165.16,167.09,160.56,160.64,3449867
2018-11-21,160.59,161.42,159.03,160.31,2009744
2018-11-23,159.76,161.18,158.87,160.39,746919
2018-11-26,160.99,161.78,159.25,161.59,1447159
2018-11-27,161.41,162.16,159.98,162.09,1390163
2018-11-28,161.23,162.89,160.99,162.0,2332247
2018-11-29,162.0,163.98,161.12,162.72,2063265
2018-11-30,163.22,164.66,161.88,164.49,2741429
2018-12-03,165.02,165.15,161.51,163.09,2651569
2018-12-04,163.28,165.45,163.04,163.48,2468831
2018-12-06,162.81,167.85,161.13,167.63,2809434
2018-12-07,167.37,168.58,165.84,166.43,3357428
2018-12-10,165.96,166.9,162.75,166.19,1908747
2018-12-11,166.73,167.32,165.5,166.64,2032958
2018-12-12,167.49,167.55,164.14,164.65,2675039
2018-12-13,165.14,167.64,164.43,166.8,2153772
2018-12-14,166.52,167.0,165.02,166.6,2193401
2018-12-17,166.95,167.16,160.37,160.94,2743371
2018-12-18,161.85,163.46,161.18,162.31,2475346
2018-12-19,162.48,164.69,161.78,162.54,1912317
2018-12-20,162.35,163.97,160.5,161.54,2570407
2018-12-21,161.54,164.6,157.62,158.0,4385686
2018-12-24,157.31,157.53,152.63,153.59,1968466
2018-12-26,153.4,157.53,150.67,157.53,1981544
2018-12-27,156.73,158.75,153.31,158.6,1641714
2018-12-28,159.73,161.62,157.75,158.84,1740012
2018-12-31,159.67,159.76,156.14,158.19,2044595
2019-01-02,157.12,157.12,153.93,156.74,2030598
2019-01-03,156.62,160.04,156.43,157.68,2467352
2019-01-04,158.12,160.07,157.69,158.31,2529958
2019-01-07,158.48,160.62,158.03,159.29,1708043
2019-01-08,159.78,161.13,158.59,161.09,2502666
2019-01-09,161.88,161.91,158.35,159.68,1797270
2019-01-10,159.47,161.99,158.62,161.87,1986590
2019-01-11,161.06,162.26,159.9,161.4,1878799
2019-01-14,161.04,162.56,160.85,161.4,1435420
2019-01-15,161.23,163.32,160.63,163.06,1597062
2019-01-16,163.45,164.31,162.84,163.78,1495177
2019-01-17,163.78,164.93,163.06,164.38,1322754
2019-01-18,165.25,165.25,163.38,164.67,1762988
2019-01-22,164.52,165.41,163.17,164.68,1503935
2019-01-23,164.51,165.8,164.34,165.79,1700185
2019-01-24,164.81,165.84,164.11,165.65,1275899
2019-01-25,166.5,168.13,165.79,167.41,1482088
2019-01-28,166.94,168.05,165.67,168.05,1180464
2019-01-29,167.68,169.52,167.55,169.44,1849756
2019-01-30,169.13,171.5,169.01,170.47,2159546
2019-01-31,169.79,173.95,169.25,172.84,4046133
2019-02-01,173.15,173.15,169.54,170.43,3446167
2019-02-04,170.2,170.95,168.88,170.94,2846761
2019-02-05,170.83,172.54,169.57,172.43,1671140
2019-02-06,171.32,172.36,170.1,170.27,1423287
2019-02-07,170.33,172.4,169.83,172.01,1113626
2019-02-08,171.91,172.99,171.05,172.43,1294644
2019-02-11,172.86,173.66,172.15,172.99,1211049
2019-02-12,173.08,173.75,172.07,172.59,1471829
2019-02-13,172.43,173.84,172.09,173.7,1195947
2019-02-14,173.61,176.07,173.07,175.79,1832493
2019-02-15,177.28,178.15,175.98,177.82,2744366
2019-02-19,177.97,178.32,176.72,177.6,1961650
2019-02-20,177.33,177.33,175.53,176.69,1612038
2019-02-21,176.32,176.75,174.58,176.51,1407566
2019-02-22,177.15,177.45,175.19,176.63,1312596
2019-02-25,177.24,177.53,174.07,174.23,1946457
2019-02-26,174.84,175.32,173.42,174.02,1853725
2019-02-27,174.3,176.77,171.71,173.2,1632188
2019-02-28,172.52,178.69,172.39,176.15,2888508
2019-03-01,176.2,178.19,174.27,177.92,2048002
2019-03-04,179.0,179.76,176.84,179.69,1678042
2019-03-05,179.43,181.91,179.43,181.06,1991458
2019-03-06,181.07,182.29,180.88,181.65,1226045
2019-03-07,182.01,182.97,180.81,181.75,1375879
2019-03-08,181.0,182.73,180.44,181.61,1275957
2019-03-11,182.31,185.3,182.05,185.16,1586706
2019-03-12,185.53,186.78,185.09,185.75,1618289
2019-03-13,185.7,187.55,185.7,187.23,1512656
2019-03-14,186.68,188.04,185.77,187.97,1183839
2019-03-15,188.0,189.0,187.62,188.97,2541695
2019-03-18,189.11,189.48,187.5,188.89,1556172
2019-03-19,189.42,190.22,188.51,189.91,1848207
2019-03-20,190.28,192.16,188.92,191.54,1537788
2019-03-21,191.16,194.75,190.8,194.71,1761369
2019-03-22,194.24,196.79,193.21,193.65,2050293
2019-03-25,194.1,196.31,193.53,195.69,2157581
2019-03-26,196.65,196.67,193.96,195.05,1948123
2019-03-27,195.05,196.04,192.62,194.09,2250576
2019-03-28,194.0,194.99,193.2,194.93,2455339
2019-03-29,195.46,197.33,194.66,197.06,3017741
2019-04-01,197.54,198.19,192.16,192.51,4105811
2019-04-02,193.0,195.8,192.11,195.12,2762366
2019-04-03,195.06,195.92,192.49,194.29,2230312
2019-04-04,194.94,195.06,192.65,193.05,1684065
2019-04-05,193.26,195.98,192.31,195.76,1656486
2019-04-08,195.07,196.47,194.19,196.22,2166540
2019-04-09,196.14,197.13,195.95,196.72,1708208
2019-04-10,196.46,197.27,196.0,196.62,1304477
2019-04-11,197.12,197.19,195.44,196.65,1027141
2019-04-12,196.64,198.06,194.8,197.96,1412266
2019-04-15,196.7,197.83,194.52,196.09,1765476
2019-04-16,196.17,196.17,191.06,192.2,2108312
2019-04-17,194.09,194.09,189.42,191.17,2105070
2019-04-18,190.93,193.6,190.05,192.91,1325350
2019-04-22,192.56,192.9,190.94,192.32,942473
2019-04-23,193.59,194.39,192.51,193.4,1457702
2019-04-24,193.99,194.5,192.48,193.23,1324518
2019-04-25,192.43,193.31,190.81,192.29,993122
2019-04-26,192.46,193.36,191.64,193.21,870025
2019-04-29,192.9,193.92,191.96,192.44,901421
2019-04-30,192.81,195.51,191.12,195.3,1476187
2019-05-01,194.95,195.05,192.14,192.91,1384725
2019-05-02,193.28,193.73,192.14,192.8,1412730
2019-05-03,193.34,194.53,192.27,192.95,1059127
2019-05-06,192.43,193.54,190.47,192.18,1548709
2019-05-07,191.97,192.31,188.53,189.85,1510040
2019-05-08,190.17,193.51,190.17,191.64,1339014
2019-05-09,191.71,192.92,190.09,192.52,1240377
2019-05-10,192.51,196.23,192.33,195.66,1283128
2019-05-13,194.52,197.4,194.08,196.88,1790613
2019-05-14,197.2,200.38,196.7,198.07,1787980
2019-05-15,198.2,201.2,197.02,200.47,1285420
2019-05-16,201.81,203.38,200.2,202.02,1507392
2019-05-17,200.89,202.74,200.53,202.43,1421363
2019-05-20,199.79,200.96,197.39,198.25,2764829
2019-05-21,199.48,200.02,197.99,198.17,1338127
2019-05-22,198.56,201.24,198.22,200.67,997994
2019-05-23,200.17,203.85,200.17,202.92,1436823
2019-05-24,204.14,205.31,202.93,203.0,1412574
2019-05-28,204.15,204.75,202.48,202.55,1936340
2019-05-29,202.64,203.43,200.23,201.13,1448570
2019-05-30,201.34,205.02,200.53,204.69,1568659
2019-05-31,204.69,210.25,204.22,208.77,2706161
2019-06-03,208.86,209.79,206.5,209.29,1730752
2019-06-04,209.24,209.54,206.41,208.01,2351644
2019-06-05,209.61,212.96,208.71,212.77,2193404
2019-06-06,212.86,213.71,211.5,212.7,1237819
2019-06-07,213.55,214.52,212.03,212.46,1132167
2019-06-10,213.0,213.54,209.03,209.85,1976650
2019-06-11,209.84,210.47,207.47,208.97,1715564
2019-06-12,209.53,212.36,209.52,211.5,2974420
2019-06-13,212.1,212.65,208.53,209.01,2586472
2019-06-14,209.0,211.95,208.18,211.23,1568112
2019-06-17,211.72,214.69,211.3,214.09,1780862
2019-06-18,214.3,215.96,213.33,214.39,1696551
2019-06-19,213.51,217.04,213.19,216.17,1421344
2019-06-20,216.16,218.79,215.9,217.52,1839898
2019-06-21,217.46,217.93,214.24,215.18,2420359
2019-06-24,215.81,216.0,213.97,214.55,1063960
2019-06-25,215.04,215.41,210.69,210.81,1542655
2019-06-26,210.86,210.86,205.23,205.8,2434086
2019-06-27,206.93,208.2,205.55,205.85,2044747
2019-06-28,206.06,206.88,203.62,204.45,2965462
2019-07-01,205.0,205.5,199.48,202.3,3051525
2019-07-02,202.92,206.23,202.68,205.63,3224371
2019-07-03,206.41,211.89,206.4,210.17,1408734
2019-07-05,209.0,210.27,206.21,209.04,1735468
2019-07-08,208.89,210.4,208.31,208.95,1227661
